uεόν,renovatur,induo
μεσονυκτιόυ,panis,nox
μεσουράνημα,medius,vae
μεστός,plenum,aceto
μετα,post,manifestavit
μετάθεσις,translatio,transfero
μεταβάλλω,at,spero
μεταδότης,similis,duo
μετακαλέω,arcesso,Mileto
μεταλλάσσω,utor,ignominia
μεταμορφόω,claritas,facies
μετανοιάς,paenitentia,baptismum
μεταστρέφω,conturbo,convertere
μετατρέπομαι,lugeo,convertatur
μετοικεσιάς,generatio,usque
μετενοήσαν,paenitentia,egero
μετριώς,adduco,consolor
μετρέω,mensura,metior
μήποτε,prudens,sufficio
μήτρα,vulvam,emortuus
μηδαμῶς,numquam,communis
μήτηρ,mater,Maria
μηκέτι,iam,amplus
μηνύω,paraverunt,immolaticius
μητηρ,mysterium,mater
μίασμα,supero,rursus
μίσθιος,mercenarius,pereo
μηδείς,nihil,nemo
μιάν,uno,tres
μιμνήσκω,recordor,memoro
μικρός,modicum,videbitis
μισθαποδοσιάν,remuneratio,amitto
μισθόω,conduco,vineam
μιτυλήνη,Mytilenen,convenisset
μνάομαι,recordor,baptizo
μνειᾴ,ago,gratiae
μνῆμα,monumentum,pono
μνημειόυ,monumentum,lapido
μνημειών,monumentum,exeo
μνημονευέι,tristitia,mulier
μνημονευέτέ,vinculorum,memoro
μνημονευώμεν,memoro,sollicitus
μόδιος,pono,sub
μόρφωσις,devita,species
μόχθος,opero,gravaremus
μοιχαλίς,signum,viro
μοιχεύω,moechor,adultero
μοιχευέις,moechor,sacrilegium
μολόχ,deeo,suscipio
μομφή,subporto,donavit
μονόω,insto,oratio
μορφόω,formo,iterum
μύλινος,lapido,quasi
μύρον,unguentum,trecenti
μῦθος,fabula,ineptus
μυκάομαι,libellus,pono
μυρίζω,unguere,sepelio
μυριών,ratio,milium
μυστηριόυ,gloria,mysterium
μυωπάζω,oblivionem,veterum
μῶχος,gigno,secundus
μωρανθῇ,sal,evanuerit
μωριάς,sapientia,stultitia
μωυσεά,Mosen,propheta
νάρκισσος,saluto,Narcissi
ναζαρά,Nazareth,Nepthalim
ναζαρηνός,Nazarene,venisti
μωυσῆς,Moses,uxor
ναζωραιο͂ς,Nazarenus,adimpleo
ναθάμ,Matthata,Nathan
ναίς,copiosus,vocatur
ναόω,templum,scissus
ναύτης,nauta,nox
ναχώρ,Thare,Nachor
νέφος,certamen,inpono
νεάν,Troade,Neapolim
νεανιάν,aliquis,adulescens
νειός,vinum,uter
νεότης,iuventute,conservavi
νευέι,innuo,Petrus
νεφθαλίμ,milium,duodecim
νεωτερικός,sector,puro
νήπιος,parvulus,parvuli
νῆστις,deficio,dimitto
νηπιόυ,parvulus,parvuli
νηρηΐς,Resa,Neri
νηστειάις,ieiunium,vigiliis
νηστευέιν,possum,ieiuno
νηστευόντες,ieiuno,Iohannis
νηστευών,abscondo,ieiuno
νίγερ,Saulus,propheta
νικάνωρ,fidus,eligo
νικόλαος,fidus,eligo
νινευείταις,Ninevitis,nam
νόημα,Christo,sensus2
νόμισμα,nomisma,at
νόσος,languor,curo
νοέω,intellego,nondum
νομίζω,existimo,veni
νομοθεσιά,Israhelitae,adoptio
νοσέω,langueo,verborum
νοσσούς,turtur,par
νουθεσιάν,correptio,hereticum
νύμφη,mater,filia
νυμφιόυ,gaudium,sponsum
νυστάζω,dormitaverunt,sponso
νωε͂,Noe,diluvium
ξένη,heri,Christus
ξέστης,urceus,baptisma
ξενοδοκέω,patior,recipio
ξηρός,aridum,viridi
ξύλινος,argenteus,aurea
νῦν,tempus,misericordia
ό,transeo,praetereo
ὄζω,lapido,Domine
ὄλυνθος,ficus,movetur
ὄμνυμι,iuro,iuraverit
ὄξος,aceto,spongius
ὄρεξις,masculus,invicem
ὄρνις,Hierusalem,congrego
ὄτι,bestia,miror
ὄνομα,nomen,nome
ὀγδοῄ,circumcido,Iacob
ὀδύνη,fidus,malus2
ὀζείαν,Ioram,Iosaphat
ὀθόνιον,linteamen,pono
ὀκνήσῃς,rogo,prope
ὀκτώ,octo,annus
ὄχλος,turbo,dico2
ὀλιγόψυχος,consolamen,infirmus
ὀλοθρευτής,exterminator,murmuraveritis
ὀλυμπᾶν,saluto,Olympiadem
ὀμνυέιν,novisset,detesto
ὀνάριον,asellus,invenit
ὀνήσιμος,Onesimo,carus
ὀνικός,suspendo,profundus
ὀξύς2,acutus,falx
ὀπτάζομαι,argumentum,vivum
ὀπτασιάν,visionem,innuo
ὀργάω,ira,requies
ὀργίλος,vinolentum,percussor
ὀρθός,lycaonice,gradior
ὀρθοτομέω,probabilis,inconfusibilis
ὀρίνω,montana,timor
ὀρνεόυ,immundus,cado
ὀρχέομαι,saltastis,lamentavimus
ὀστεά,videte,os2
ὀσφύς,lumbus,camelus
ὀσφυί̈,Melchisedech,obviavit
ὀφείλω,debeo,diligo
ὀφρυός,extra,aedifico
ὀχύρωμα,munitio,potentia
ὀψέ,an,vespera
ὀψιάς,sero,solus2
ὀψωνιόις,stipendium,grex
ὀφθαλμός,oculus,oculo
ὅθεν,unde,ubius
ὅνομα,blasphemo,inter
ὅπως,rogo,mors
ὅριος,finis,iterum
ὅσος,quicumque,quantus
ὅτε,quando,postquam
ὁδηγέω,caecus,foveam
ὁδοιπορέω,civitati,appropinquo
ὁδού,pono,amicus
ὁλοκληριάν,fido,fidus
ὁμίχλη,exagito,reservatur
ὁμότεχνος,artio,idem
ὁμοθυμαδόν,unianimis,uno
ὁμοιάς,cauda,quin
ὁμοιοπαθής,pluo,Helias
ὁμολόγησις,confiteor,coram
ὁμολογιάς,confessio,pontifex
ὁποιάν,introitus,conversi
ὁποιο͂ς,qualis,obliuiscor
ὁρίζω,definio,statuo
ὁρκίζω,adiuro,praedico2
ὁρμέω,abeo,porcus
ὁσάκις,calix,quotienscumque
ὁσιώς,sinis,testis
οἴκημα,surgo,Petri
οἶκος,ecclesia,scriptum
οἰκέω,habito,dimitto
οἰκειο͂ι,domesticus,advenae
οἰκητήριος,superinduo,caligo
οἰκιᾴ,discumbo,descendo
οἰκιακός,domesticus,inimicus
οἰκοδόμος,aedifico,reprobo
οἰκοδομή,aedificatio,templum
οἰκονομέω,vocavit,ratio
οἰκονομιάς,vilicatione,vocavit
οἰκτειρέω,misereo,misericordia
οἰκτιρμων,misericors,vester
οἷ2,praedicaverim,salvamini
οιἇ́,qualis,persecutio
οιὅυς,qualis,persecutio
οιὁ͂ν,qualis,Israhel
καί,edo,dico2
οὔπω,nondum,ascendo
οὖν,ergo,dico2
οὐδέ,nemo,nisus
οὐδείς,nemo,ego
οὐκοῦν,rex,ita
οὐράνιος,Pater,caelestis
οὐρανός,sub,ascendo
οὐσιάν,longinquus,ibi
ουἀί,vae,magna
πάθη,utor,ignominia
πάλιν,iterum,rursus
πάρδαλις,os2,virtutem
πάροδος2,spero,modo
πάσχα,pascha,Pater
πάταρα,venimus,indo
πᾶς,omnis,edo
παθητός,resurrectio,Christus
παῖς,puer,magus
παιδειά,disciplina,postea
παιδειάς,disciplina,obliuiscor
παιδευόντα,modestia,resisto
παιδευώ,aemulo,castigo
παιδιόις,similis,forus
παιδιών,milium,manducaverant
παλαιός,vetus,novum
παλέω,adversus,caelestis
παμ,Attaliam,Pergen
πανδοχεῖ,denarius,duo
πανοικεί,perduco,appono
πανουργιᾴ,astutia,corrumpo
πανταχῆ,locus,lego
παντελής,inclino,sursum
παπυρών,praecipio,irreprehensibilis
παράβασις,lex,Adam
παράδοξος,repleo,apprehendo
παράκλησις,consolatio,exhortatio
παράσημον,nave,alexandrinus
παραβαίνω,trado,locus
παραβιάζομαι,cogo,inclino
παραγγέλλω,praecipio,denuntio
παραγγελιάς,puro,praecipio
παραδείκνυμι,festinus,venissent
οὗτος,hic,dico2
παραζηλόω,aemulor,numquid
παραθεωρέω,ministerium,cottidianus
παραιτέομαι,devita,excuso
παρακαλύπτω,at,interrogo
παρακοή,inoboedientia,ulciscor
παρακύπτω,monumentum,linteamen
παραλελυ,erigo,genu
παραλιόυ,copiosus,turbo
παραλύω,paralyticus,lectus2
παραμύθιον,miseratio,Christo
παρανομέω,lego,percutio
παραπίπτω,rursus,prolabor
παραπλήσιος,tristitia,infirmo
παραρρέω,observare,pereffluo
παρατείνω,crastinus,panis
παραφέρω,sinis,transfero
παραχειμάζω,hiemo,statuo
παρατίθημι,appono,panis
παρέρχομαι,transeo,praetereo
παρείσακτος,fallo,libertas
παρεισέρχομαι,delictum,superabundavit
παρεκτός,dimitto,moechor
παρενοχλέω,inquieto,convertuntur
παρεσκευάσται,animus,promptus2
παρθένος,virgines,virginem
παρμενᾶν,fidus,eligo
παροικέω,repromissio,idem
παροιμιάις,proverbiis,palam
παρομοιάζω,Pharisaei,similis
παρίστημι,exhibeo,asto
παροργίζω,provocare,correptio
παρουσιά,adventus,ito
παρουσιάς,adventus,adventum
παρρησιᾴ,palam,fiducia
παρρησιάς,fiducia,verbum
πατάσσω,percutio,gladius
πατριάζω,David,Galilaea
πατρόβαν,Flegonta,Patrobam
πατρωόͅις,mos,trado
παύω,cessavit,oro
παυλος,Paulus,apostolus
πέδη,catena,conpedibus
πέμπω,amen,voluntatem
πατήρ,ego,pater
πέπτωκαν,bibo,fornicor
ὅς,edo,autem
πέργη,Pergen,Antiochiam
πέρυσι,annus,animus
πέραν,trans,fretum
πεδάω,comminuo,cateno
πεζός,civitatibus,pedester
πέτρα,petra,pono
πεῖρα,experior,verbera
πεινᾷ,exsurio,manduco
πειράω,tento,violare
πελεκίζω,Christo,annus
πενθερός,socer,Caiaphae
πεντάκις,quadrageni,quinquies
πεντακισχιλιών,quin,cofinos
πεντήκοντα,quinquaginta,quinquageni
πεποίθησις,confido,confidentiam
πεπτω,erigo,aedifico
περίλυπος,contristo,iusiurandum
περίχωρος,regio,universam
περιαιρέω,aufero,Syracusam
περιβλέπω,circumspicio,extendo
περιδέω,ligo,abeo
περιέρχομαι,circumeo,otiosus
περιζώννυμαι,praecingo,septem
περικάθαρμα,purgamentum,peripsima
περικεφαλαιάν,galea,salus
περικρύπτω,quin,concipio
περιλείπομαι,Domino,vivimus
περιοικέω,montana,timor
περιποίησις,pignus,redemptio
περιποιο,benus,acquiro
περισσειά,experimentum,gaudium
περισσευέι,abundo,glorior
περισσευῄ,abundo,magus
περισσευόνται,mercenarius,pereo
περισσευόυσα,actio,Domino
περιπατέω,ambulo,tenebrae
περισσός,abundo,amplus
περιτέμνω,circumcido,vocatus
περιτρέχω,universam,percurro
περιτομεύς,circumcisio,praeputium
περπερευέται,careo,perperam
πετρος,apostolus,Petrus
πετεινός,semino,volucres
πήρα,pera,sacculus
πῆχυς,cubitus,adicio
πηγή,fons,aqua
πηλίκος,praecipuus,videte
πίμπλημι,impleo,repleo
περί,de2,ego
πίνω,bibo,manduco
πιέζω,apprehendo,manus
πιέτε,remissio,novi
πιθανολογιᾴ,subtilitas,decipio
πῖσος,ignis,arbor
πικρασμός,exacerbatio,quemadmodum
πικρός,emano,dulcis
πινακίδιον,pugillaris,miror
πισιδιάν,Pergen,Attaliam
πιστευέιν,spes,misericordia
πιστευέτε,quomodo,turbo
πιστευήτε,testimonium,vultis
πιστευόντας,sapientia,virtutis
πιστευόυσιν,verbum,fidelis
πιστικός,unguentum,pedes
πιώμεν,manduco,bibo
πλάνος,seductor,Christum
πλάσσω,Eva,formo
πιστός2,fidelis,dominus
πλαστός,avaritia,verbis
πλατειάς,platea,exeo
πλέγμα,orno,habitus
πλειόνα,fructus2,amplus
πλειόνες,visus,usque
πλειόυς,coniuratio,quadraginta
πλειώ,legio,rogo
πλεόντας,donavit,oportet
πλεονεκτέω,circumvenimus,nemo
πλεονεξιάι,avaritiae,dolus
πλήκτης,vinolentum,percussor
πλευρά,latus2,manon
πλήρης,plenus,Spiritu
πλήσσω,tertius,pars
πληγή,plaga3,mors
πλημυρέω,supra,petra
πληροφορέω,iudico,impleo
πληροφοριάς,plenitudo,intellego
πλόος,saluto,navis
πλοιαριῴ,cubitus,allium
πλοιῴ,navi,indo
πλού,incertus,spero
πλοῦτων,gloria,divitias
πλουσιόυς,divites,paupero
πλουτίζω,locupleto,actio
πνεῄ,quattuor,flo
πνίγω,debeo,suffoco
πόθεν,unde,nescio
πόμα,potus,spiritalis
πόντος,Bithyniae,Ponti
πόρνος,idolum,fornicator
πότερος,an,doctrina
ποδήρης,poderes,mamilla
ποίμνιον,grex,providentes
ποιᾶ,potens,propheta
ποιήμα,Christo,factura
ποιητής,factor,auditor
ποιμάνατε,providentes,turpe
ποιμήν,pastor,oves
ποιός,peccator,gratia
ποιῴ,significo,mors
πολεμόω,oportet,finis
πολιτάρχης,princeps,civitatis
πολιτεύω,conversatus,conscio
πολλαπλασιόνα,aeternus,vitam
πνεῦμα,spiritus,edo
πολύσπλαγχνος,misericors,sustineo
πολυμερως,multifarius,propheta
πολυτελής,modestus,leprosus
πονηρία,benedico,unusquisque
πονηριάν,tento,nequitia
ποντικός,Aquilam,accedo
ποπλιῴ,insula,suscipio
πορεύω,abeo,ambulo
πορευέσθε,verba,potis
πορευόυ,vade,surgo
πορισμός,quaestus,pietas
πορνειάν,fornicatio,abstineo
πορνεύω,fornicor,rex
πορνων,mysterium,mater
πορφυρόπωλις,mulier,audivit
ποταπαί,qualis,structura
ποταποί,qualis,structura
ποταμός,flumen,periculum
ποτήριον,calix,bibo
ποτηριών,urceus,baptisma
πούδης,festinus,saluto
ποτός,aliquando,sentio
πρᾶος,mitis,beatum
πράσσω,ago,nihil
πραεώς,modestus,quietum
πρασιά,centeni,quinquageni
πραΰτητι,mansuetudo,modestia
πρέπω,decet,promitto
πρεσβειάν,legatio,pax
πρεσβύτης2,senex,sobrius
πρεσβυτεριόυ,presbyterium,gratia
πρίζω,angustio,melota
πρίσκαν,Priscam,saluto
πρίτος,fundamentum,murus
πρόβατον,oves,pastor
πρόδηλος,manifestus,aliter
πρόθυμος,promptus2,oratum
πρόνοια,induo,Christum
πρόσκαιρος,temporalis,videntur
πρόσλημψις,amissio,assumptio
πρόσφατος,Aquilam,accedo
πρόσω,longus,cur
πρότερος,priores,prior
προάγω,praecedo,Galilaeam
προαιτιάομαι,praecello,causor
προαυλέω,negavit,at
προβιβάζω,at,praemoneo
προβαίνω,ovibus,ovium
προγιγνώσκω,praecognosco,praescio
προδότης,proditor,protervi
προελπίζω,speravimus,Christo
προετοιμάζω,gloria,praeparavit
προθεσμιάς,actor,praefinio
προθυμιάς,suscipio,scriptura
προκαλέω,provocantes,invidentes
προκεχειρο͂τονημένοις,manducavimus,testis
προκοπή,profectus,meditor
προλέγω,praedico2,consequor
προμελετάω,praemeditor,quemadmodum
προνοιάς,pax,accuso
προοράω,providens,Trophimum
προπάτωρ,invenisse,Abraham
προπορεύω,praeeo,paro
προσαγορεύω,appello2,Melchisedech
προσαναβαίνω,vocatus,superus
προσαπειλέω,comminor,clarifico
προσδέω,inspiratio,indigeo
προσδοκιάς,exspectatio,aresco
προσεάω,vix,vento
προσηύξμιλεστονε,oraverunt,Sanctum
προσευχή,oratio,gratiae
προσκεφάλαιον,pertineo,dormio
προσκυλίνδω,monumentum,sindon
προσκόπτω,offendo,lapido
προσλαλέω,cateno,dimitto
προσορμίζομαι,pervenerunt,transfreto
προσπίπτω,procaedo,mulier
προσρήγνυμι,supra,aedifico
προστίθημι,adicio,Domino
προσφωνέω,silentium,dimitto
προσωπολημπτεῖτε,rearguo,transgressor
προτείνω,flagello,licet2
προτρέχω,praecurro,sycomorum
προσφέρω,offero,peccatum
προφητειᾴ,doctrina,prosum
