τριάριοι,triarii
ἀναζωπυρέω,reconflo
νεοπρεπής,ephebicus
ἀντεξάγω,reuerticulum
ἀντίδουπος,resonus
ὠμοπλάτη,succollo
δίκτυννα,diua
βουβωνιάω,turgidulus
εὐαρμοστία,unanimitas
παραπειράομαι,expertio
φώνημα,loquela
μνηστύς,procatio
σύνηβος,sociennus,commanipulo
πολυτελής,pretiosus
ὑπακουός,obaudio
ἐντάσσω,alternatim
στενάζω,gemo
ἐπινοητικός,considerantia
προσχέω,defundo
φραδάζω,inuulgo,ineditus
διωκτός,exsulo
πολύδονος,subteractus
νυκτηγορέω,euphrone
δολόεις,subdolus
ὀνειρόφαντος,coniectrix
ὑποδέχομαι,accepto
στερνοτυπής,holosphyratus
πρόσχωρος,accubuo
πολύμοχθος,multiloquium
προαναιρέω,primulus
τεσσαρακοντάπηχυς,quadragenarius
κατάκαυσις,ustrina,combustio
ποδώκης,uolucripes
παρακλάομαι,inabruptus
ποῖ,quorsum
πάμπληκτος,praecrassus
δύσμορος,aegreo
οὐλόμενος,infelicito
ἀπαρεγχείρητος,inuitiabilis
μέδιμνος,pege
δυσανάκλητος,perdurus,dureo
ἀδύνατος,impossibilis
ἐπιδέρκομαι,perspecto,peruiso
πατησμός,calcatura
φιλολάκων,mulierosus
ἄτροπος,irretortus
ἀπόλειψις,transfugium
πυρίληπτος,ignispicium
ἐπασσυτεροτριβής,secutorius
παρωκεανῖτις,orarius,oratim
συμφέρω,confero
ὑφίστημι,consisto
πομφολυγόω,referueo,referuesco
προσαγκαλίζομαι,euocator
ἀγρυπνία,insomnis
ἁρμονία,lepis
πομποστολέω,comissabundus
μάγαδις,choraules
ἠνορέη,uirilitas
κρηπιδόω,contabulo
θηλύνω,remollio
εἰρήνη,pax
αἰθαλόω,fuligineus
εὔδιος,teporus
ἔμμισθος,mercenarius
παραλύω,exsoluo
ὀχυροποιέομαι,immunio
μίξις,commixtio
αὐγέω,praefulgeo,praeniteo
τρίκορυς,trigemino
εὐστομία,formositas
ἀφοσιόω,expiatus
προσκρούω,offensa
σποδός,fauilla
ἐπινύμφειος,nymphon,flammeolum
χαῦνος,spongius,spongiosus
εὐμεγέθης,statura
στραγγουρία,stranguria
ῥαφίς,acula
ἀξιαφήγητος,ueriuerbium
πυλεών,strophiolum
διτάλαντος,bilibris
ἐπημάτιος,hemeresios,subdiu
τάργανον,oxygarum,oxymeli
κυκλόεις,orbitus,circularis
ἀνάπτω,adalligo
καλλιεπέομαι,epicrocum
ἀμφιπαγής,circumcirca
γάμμα,theta,rho
φυσητήρ,physeter
διαμαστιγόω,sudiculum
ἀνταδικέω,retalio
αἰνόγαμος,mortifer
σύλλεκτρος,lectualis
ἀποπίνω,interbibo,exbibo
ἀκροτομέω,serratim
προβύω,subluco
συμβλητός,comparabilis
προσήλιος,apricus
εὐφωνία,euphonia
προαιρετός,optiuus
πεφυκότως,ingeniatus
κεραμόω,tegulae
ψυχίδιον,animula
γάλλος,archigallus
συνδεσμώτης,concubitor
πεντηκοντήρ,quinquagenarius,quinquagiens
ἐνώπια,surringor
συνομῆλιξ,sociennus,commanipulo
ἀπόφανσις,infitialis
χαμαιεύνης,secubitus,dormitorius
παραμετρέω,admetior
ἀλλοιόω,demuto
τηλία,petaurum
αἰολόμητις,tricosus
ἀμερής,indiuiduus
ὑποδίφθερος,mastrucatus
ἀγριότης,feritas,toruitas
ὁμόνοια,unanimitas
παραφορά,inambulo
ἀπαράκλητος,consolabilis
κυκλωτός,teres
δυσυποβίβαστος,progesto
ἐντίθημι,quaestiono
πλειών,annualis
ὑπερπλούσιος,peculiosus
οἰμωγή,lamentum,lamentatio
ἀτοπία,deliramentum
γαίω,congaudeo
πρήθω,reflo,flato
συνεισάγω,corrogo
ἀνάβραστος,siraeum,hepsema
συνεκπορίζω,subauditio
συνδιψάω,subuoluo
ὑπέρτερος,desuper
ἱππομαχία,caballinus
συνουσιάζω,subigitatio
ἀντιπαραδίδωμι,offlecto
πράξιμος,actualis
καλλιπάρθενος,semipuella
εὔδωρος,beneficus
ἁλίτρυτος,pelagicus
κυναλώπηξ,uulpecula
κατάργυρος,inargento
δροσώδης,subumidus
λαιμός,guttur,rumen
φιλοφρονέομαι,comprehenso
χειρουργικός,chirurgia
πρόπαλαι,perdudum,iampridem
διαπειράομαι,expertio
κόμης,apogeus
παραβλώψ,strabus
ἐπισύρω,supertraho
χελωνός,turtur
δεκάφυλος,decemscalmus
καταγραφή,descriptio
πολύπους,polypus
πόλισμα,urbanus
πολλαχῆ,multifarius
ἀνάριστος,incenatus
θύννος,colias,cybium
νήριθμος,innumerabilitas
ὄλλιξ,durateus
ἄκαμπτος,indeflexus
αἰτέω,posco
ξυλουργία,materiatura
ἀμοιβάς,successorius
περικλειτός,famigeratus
δευτερουργός,deuterius
προφυλάσσω,praecaueo
προσυβρίζω,mulco
καλαῦροψ,upilio
διαφύσσω,supertraho
συναρέσκω,succino
κακοδοξία,haereticus
φιλομαθής,concupiscentia
ἐκλειπία,deliquio
ἀντιπαρασκευάζομαι,rebito
ὑπόσυχνος,subobscurus
ἐπιείκελος,pyxidatus
λαθικηδής,ablegatio
θεράπαινα,ancilla
προαγών,dryopteris
ἄναλος,praesulsus
παράκρουσις,tentus
ἀνδρίζω,tadius
ἀμφίπεδος,epipedos
κάρφω,retorresco
ἐπικαταψεύδομαι,insidiatrix
εὐθηρία,deludifico
ἀπαιωρέομαι,praependeo
ἄφορμος,illubricans
ἀναρρέω,remano
στεκτικός,excubatio
ὑπερτοξεύσιμος,uls
βραχύστομος,inorus
διηγηματικός,narratio
ἰδιογνώμων,congialis
κάρφη,faeneus,faenilia
ἀπολείχω,delambo,delingo
πολυθρύλητος,putealis
χόλος,iracundia
ἀλφός,lepra
ἀταφία,inopiosus
ἧλος,gomphus
ἐπιδρομή,incursio
προσαγόρευμα,uocamen
κωμάρχης,uicanus
νομαρχέω,ducena,quattuoruiratus
ἀνεμώλιος,hypenemius
συγκαθαιρέω,deruo
κατακοινωνέω,dentale
περιπέμπω,missito,euergo
ὀλολυγμός,oiei
εὐπάρθενος,famigeratus
ὑπεκχωρέω,retrocedo
προδιήγησις,insectio
κάτοικος,paniceus
ἀμπλακεῖν,peccamen
ξενία,hospitium
μουσίζω,pandurizo,accano
οἰνίσκος,semiphalarica,heluella
κεντητήριον,stimulator
ἀποφθέγγομαι,hymnio
ἐξαλάομαι,commigro
ἐξωνέομαι,redempto
μεταγραφή,mutuatio
πειραίνω,iugumento
ἀναβιβάζω,escendo
ὑπηρέτης,minister
ἡγεμών,imperator
κατάρχης,fundator
ἐξερύω,extundo
τύμβος,sepulcrum
ὑλοτομέω,materior,palumbinus
διατρίβω,olim
λύχνος,lychnus
τρίχωμα,crinalis,capillitium
βιαιομαχέω,pycnostylos
ἐϋστρεφής,putealis
ἰσόμετρος,perimetros
ὄλλυμι,intereo
κνισοκόλαξ,parasita
ἀρνεύω,inurino
ἀπόδικος,reiectaneus,repudiosus
ὑπερορίζω,uls
εὔπυργος,puteanus
ἀσάω,pertaedet
ἑλένιον,inula
περισπειράω,circumsecus
θρηνητικός,aelinos
ὑλαῖος,materialis
γελωτοποιός,balatro
πλάνος,errantia
ἐτός,incassus
παμμίαρος,pudibilis
πυκιμηδής,percautus
παρακαθίημι,sublabor
ἐπικρεμάννυμι,praependeo
ὀψοποιός,coquus
ἀνήκω,uento
περιαυχένιος,boiae,torquis
προσαναγορεύω,obnuntio
ὑγράζω,umectus,immadesco
ὁμοιάζω,consimilo
ἄφθονος,inuidentia
περιαλουργός,dibaphus
πραιτωρίδιον,domuncula,semiphalarica
ἐπείσακτος,deforis
ἀγήρατος,lapidaris
ἑστιῶτις,portitorium,familiaricus
ἐφορμάω,iuncus
ἀλλόχροος,tat
πυριγενέτης,ignigenus
ἀνάγνωσμα,lectio,pellectio
ἐξηγέομαι,traduco
βραδυτής,tardor,tarditas
εἰκών,imago,simulacrum
ἀπρόοπτος,prospex
μουσοποιός,poetria
πλαγκτοσύνη,peruagus
βαθύστερνος,grauiusculus
διάτορος,circumforatus
πολύφορος,multiloquium
ξεναγέω,praemonstro
ὠκυτοκία,cursualis
βδελυκτός,pudibilis
ξενότιμος,xenodochium
σίκυος,bubalion,cucumis
ἀποθεσπίζω,praecano
στομόω,induro
ἀνατί,impunitas
μνημεῖον,tropaeum
ἐπιτέμνω,deseco,conseco
εἰκάς,uicesimus
ἀμπυκτήρ,infrenatus,infreno
στερεόφρων,refractarius
χαλκεόφωνος,chalcophonos
σουνιάρατος,epileus
μεταπηδάω,circumsilio,subsilio
ἄμπαλος,auctionarius
ἐναντίος,contra
ἐμπεριλαμβάνω,circumcludo
δῆγμα,mordeo,admordeo
καταρραίνω,obsipo,conspergo
ἀνοσία,aegror
καμπύλη,caduceum
ἀπόκρυψις,decessus
ἄατος,insatiatus
καλχαίνω,blatteus,ostrinus
οὗτος,hic
τετράπτιλος,penniger
ἐρυκανάω,deiuuo
ἐμπέτασμα,plagula,uelaris
προτεύχω,inalbeo
προπιστεύω,fiduciarius
ἀποσπερμαίνω,delacrimo
καταμέλλω,recrastino
ἀγαυός,generosus
ἐνναίω,inhabito,cohabito
ψύχω,frigido,refrigero
τριβάς,paedico
καταστροφικῶς,determinatio
πολυγνώμων,perpusillus
πυριγενής,ignispicium
δικαιοπράγημα,substrepens
προτενθεύω,anteuersio
θώπευμα,inadulabilis
καρύα,iuglans
ἀτρεμία,consistio
εἴλυμα,segestre
ῥευμάτιον,amniculus
ἐμπρήθω,sufflo
καταπειρατηρία,ancoralis
αἱμύλος,colubrinus
πεσσεύω,pandurizo
θῆσσα,sacrifer
ἑλκηθμός,saeuitudo
ἀναπέμπω,euergo
ἀλεκτοροφωνία,pyrrhocorax,alectorius
ἀμόλγιον,mulctra
βουζύγης,aedituens
ἀργυρότοξος,arcuo
βλώσκω,necne
μύρωμα,megalium,myrothecium
ἀλοιφάω,pix,pissinus
κρατερός,trux
παιδοτριβικός,progymnastes
ἐμβαίνω,priuignus
ἐγκρυφιάζω,oblitesco
μυχθισμός,illusio
περιπίμπρημι,circumcurro
προσαναμιμνήσκω,remoneo
ἀποδάκνω,praemordeo,admordeo
φιλοδίκαιος,dyseros
ἑπτάφθογγος,septunx
καταρρίπτω,spernor
ἀκροσαπής,subinuito
ἐκσκευάζω,progesto
κρώβυλος,uillus,caesaries
ἡσυχία,quiesco,quies
ἑλέναυς,excidio
μόγος,tribulatio
πεζοβόας,pedatim,amphibrachys
φωστήρ,bilychnis
ἀποτμήγω,proseco,praetrunco
διχήρης,fissio
σύμφυσις,glutinatio
δυσπαρήγορος,perdurus
ἀνεμπόδιστος,impraepeditus
διαλγής,afflictio
ἀσέβεια,impietas
ἀκρόπους,pedatim
πανάξιος,perdignus,uerberabilis
χράω,usus
καρικός,nenia
ἐκδρακοντόομαι,draconteus,serpentigena
λυσιμελής,articulatim
ἐπιθέω,percurro
λευχείμων,percandidus
σημαντήρ,signaculum
κλῆμα,rumpus
ἐρυγγάνω,ructo
πεδοιχνέω,laecasin
ἐπιστρατοπεδεία,perpropinquus
ὁμόσσυτος,fremor
γαληνός,malacia,tranquillo
καλλίπεπλος,philocalia
κίδαρις,cidaris
χαριτοβλέφαρος,nicto
ἀνθίζω,floreus
εὐλίμενος,perbonus
διάλεκτος,loquela
μερίζω,diduco
ἀποπειράζω,attento
συνόρνυμαι,promico
ἡμιπέλεκκον,bipennifer,securifer
διακαίω,peruro
εὐπέτεια,credulitas
ἐπαρτίζω,exapto
παρακλιδόν,declinis
θρυλέω,garrio
ψευδιερεύς,archiereus
ἑξκαίδεκα,sedecies
χειροκρατία,strategia
ἀσπαίρω,luctatio
περιεσθίω,pappo
βαρύφθογγος,altitonans
παρακομιδή,aduectio
δυσέμβολος,introcedo,introgredior
ἀναμνημονεύω,rememoror
εἰσποιητός,adoptaticius
καθυπερέχω,praepotentia
παλίμπλαγκτος,subteractus
βραχύνωτος,gibber
ἀκατάψευστος,fabularis
διαπυρόομαι,ignigenus
πέντοζος,quintarius
ἀμεμφία,culpatio
κέρχνος,perasper
κακόγαμβρος,domiporta
σάρον,quisquiliae
ἐκκαγχάζω,cachinnatio
κατάσχετος,retrouersus
ἀχλυόεις,praenubilus
ζῆλος,aemulatus
συμπεριπολέω,circumcirco
κατόρθωσις,appositio
ἐγκηδεύω,adobruo
τόξαρχος,hippotoxotae
θέρω,formidus,calefacto
δρακοντίας,stramenticius
παντελής,artius
ὕδριος,fluento,lympha
αὐτοκρατορίς,sessorium
ἔχιδνα,uipera
φιλαλέξανδρος,admirator,mirator
διεντέρευμα,transpectus
θεοφάνια,pollinaris
ὑπομονή,pollentia
ἰσαχῶς,multiuius
κάκτος,myxum
κορίσκος,paneros
